RepeatUnitSMILES,PropertyValue,TestFreq,TestFreqUnit,TestTemp,TestTempUnit
*NC(=O)c4ccc3c(=O)n(c2ccc(Cc1ccc(*)cc1)cc2)c(=O)c3c4,0.0082,10,kHz,100,C
*NC(=O)c4ccc3c(=O)n(c2ccc(Cc1ccc(*)cc1)cc2)c(=O)c3c4,0.0082,10,kHz,200,C
*C(F)(F)C(*)(F)Cl,0.0082,1000,kHz,25,C
*Oc4ccc(C(C)(CCC(=O)OCCS(C)(=O)=O)c3ccc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)cc3)cc4,0.00825,0.01,kHz,50,C
*Oc4ccc(C(C)(CCC(=O)OCCS(C)(=O)=O)c3ccc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)cc3)cc4,0.00825,0.1,kHz,50,C
*N=P(*)(Oc1ccccc1)Oc2ccccc2,0.008293498,1,kHz,127,C
*Oc4ccc(C(C)(CCC(=O)O)c3ccc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)cc3)cc4,0.0083,0.1,kHz,-50,C
*NC(=O)c4ccc3c(=O)n(c2ccc(Cc1ccc(*)cc1)cc2)c(=O)c3c4,0.0083,100,kHz,-80,C
*CC(CCl)O*,0.0083,0.001,kHz,-50,C
*CC(*)C(=O)OCCS(C)(=O)=O,0.0083,10,kHz,-150,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(Oc2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)cc9,0.0083,100,kHz,100,C
*c6ccc(S(=O)(=O)c5ccc(n4c(=O)c3ccc(Oc2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)cc6,0.0083,10,kHz,0,C
*c6ccc(S(=O)(=O)c5ccc(n4c(=O)c3ccc(C(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)cc6,0.0083,1,kHz,150,C
*C(C)COCC(C)COCC(C)n4c(=O)c3ccc(Oc2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O,0.00835,1,kHz,75,C
*N=P(*)(OCC(F)(F)F)OCC(F)(F)F,0.008390002,0.1,kHz,-173,C
*NC(=O)c4ccc3c(=O)n(c2ccc(Cc1ccc(*)cc1)cc2)c(=O)c3c4,0.0084,0.1,kHz,100,C
*NC(=O)c4ccc3c(=O)n(c2ccc(Cc1ccc(*)cc1)cc2)c(=O)c3c4,0.0084,1000,kHz,100,C
*Oc4ccc(C(C)(CCC(=O)OCCS(C)(=O)=O)c3ccc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)cc3)cc4,0.00848,1,kHz,25,C
*Oc4ccc(C(C)(CCC(=O)OCCS(C)(=O)=O)c3ccc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)cc3)cc4,0.00848,10,kHz,100,C
*NCCCCCCNC(=O)CCCCC(*)=O,0.0085,0.1,kHz,25,C
*NC(=O)c4ccc3c(=O)n(c2ccc(Cc1ccc(*)cc1)cc2)c(=O)c3c4,0.0085,0.001,kHz,-50,C
*CC(CCl)(CCl)CO*,0.0085,10,kHz,50,C
*CC(*)c1ccc(Cl)c(Cl)c1,0.0085,0.1,kHz,25,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)cc9,0.0085,100,KHz,100,C
*c8ccc(Oc7cccc(Oc6cccc(Oc5cccc(Oc4ccc(n3c(=O)c2cc1c(=O)n(*)c(=O)c1cc2c3=O)cc4)c5C#N)c6C#N)c7C#N)cc8,0.0085,10,kHz,50,C
*c7ccc(C(C)(C)c6ccc(Oc5ccc4c(=O)n(c3cccc(n2c(=O)c1ccc(*)cc1c2=O)c3)c(=O)c4c5)cc6)cc7,0.0085,0.0001,KHz,120,C
*NCCCCCCNC(=O)CCCCC(*)=O,0.0086,1,kHz,-98,C
*NC(=O)c4ccc3c(=O)n(c2ccc(Cc1ccc(*)cc1)cc2)c(=O)c3c4,0.0086,1,kHz,100,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(Oc2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)cc9,0.0086,1,kHz,50,C
*c7ccc(Oc6cccc(Oc5ccc(n4c(=O)c3ccc(S(=O)(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)c6)cc7,0.0086,100,kHz,25,C
*c6ccc(S(=O)(=O)c5ccc(n4c(=O)c3ccc(Oc2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)cc6,0.0086,100,kHz,150,C
*c5ccc(Oc4ccc(n3c(=O)c2cc1c(=O)n(*)c(=O)c1cc2c3=O)cc4)cc5,0.0086,0.1,kHz,100,C
*c5ccc(Oc4ccc(n3c(=O)c2cc1c(=O)n(*)c(=O)c1cc2c3=O)cc4)cc5,0.0086,10,kHz,150,C
*NCCNNC(=O)Nc1cc(NC(=O)N*)ccc1C,0.00862,1,kHz,50,C
*Oc5ccc(c3nn(c2ccc(C(=O)c1ccc(*)cc1)cc2)c(=O)c4ccccc34)cc5,0.0087,100,kHz,25,C
*Oc3ccc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)cc3,0.0087,100,kHz,105,C
*Oc4ccc(C(C)(CCC(=O)OCCS(C)(=O)=O)c3ccc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)cc3)cc4,0.00871,1,kHz,100,C
*OC(=O)Nc1ccc(C)c(NC(=O)OOCC(C)O*)c1,0.00874,0.06,kHz,50,C
*Oc4ccc(C(C)(CCC(=O)O)c3ccc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)cc3)cc4,0.0088,100,kHz,-50,C
*CC1CC(*)OC(CCC)O1,0.0088,100,kHz,25,C
*c7ccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)c5)c6C#N)cc7,0.0088,0.01,kHz,25,C
*c7cccc(Oc6cccc(Oc5ccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)cc5)c6C#N)c7,0.00882,0.01,KHz,25,C
*NCCNNC(=O)Nc1cc(NC(=O)N*)ccc1C,0.00883,0.06,kHz,50,C
*NC(=O)Nc1ccc(C)c(NC(=O)NNCC(C)N*)c1,0.00889,1,kHz,25,C
*Oc3ccc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)cc3,0.0089,0.1,kHz,130,C
*Oc3ccc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)cc3,0.0089,100,kHz,130,C
*NCCCCCCNC(=O)CCCCC(*)=O,0.0089,0.05,kHz,-98,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5ccc(n4c(=O)c3ccc(C(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)c6C#N)c7C#N)c8C#N)cc9,0.0089,100,kHz,100,C
*c6ccc(S(=O)(=O)c5ccc(n4c(=O)c3ccc(C(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)cc6,0.0089,100,kHz,25,C
*OC(=O)Nc1ccc(C)c(NC(=O)OOCC(C)O*)c1,0.00896,0.06,kHz,25,C
*Sc1ccc(*)cc1,0.009,0.00001,KHz,120,C
*Oc5ccc(c3nn(c2ccc(C(=O)c1ccc(*)cc1)cc2)c(=O)c4ccccc34)cc5,0.009,2000,KHz,25,C
*Oc4ccc(C(C)(CCC(=O)O)c3ccc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)cc3)cc4,0.009,10,kHz,25,C
*NCCCCCCNC(=O)CCCCC(*)=O,0.009,0.05,kHz,23.5,C
*CCCC(=O)c1ccc(C(=O)C*)cc1,0.009,0.06,kHz,-50,C
*CC(CCl)O*,0.009,0.001,kHz,-100,C
*CC(CCl)(CCl)CO*,0.009,100,kHz,50,C
*CC(*)(C)C(=O)OCC,0.009,1000,kHz,25,C
*c9cccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)c9,0.009,100,KHz,150,C
*c7ccc(Oc6cccc(Oc5ccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)cc5)c6C#N)cc7,0.009,0.1,kHz,25,C
*c7ccc(C(C)(C)c6ccc(Oc5ccc4c(=O)n(c3cccc(n2c(=O)c1ccc(*)cc1c2=O)c3)c(=O)c4c5)cc6)cc7,0.009,0.00001,KHz,120,C
*c4ccc(c3nc2cc1nc(*)oc1cc2o3)cc4,0.009,0.1,KHz,50,C
*C(C)COCC(C)COCC(C)n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O,0.00901,0.001,kHz,75,C
*C(C)COCC(C)COCC(C)n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O,0.00901,0.1,kHz,75,C
*Oc5ccc(c3nn(c2ccc(C(=O)c1ccc(*)cc1)cc2)c(=O)c4ccccc34)cc5,0.0091,1000,kHz,25,C
*CC(*)C(=O)OCCS(C)(=O)=O,0.0091,1,kHz,-150,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5ccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)cc5)c6C#N)c7C#N)c8C#N)cc9,0.0091,0.01,kHz,0,C
*c6cccc(S(=O)(=O)c5cccc(n4c(=O)c3ccc(S(=O)(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)c5)c6,0.0091,1000,kHz,25,C
*C4CC(C=*)C(C(=O)OCCc3ccc(c2ccc(c1cccs1)s2)s3)C4,0.0091,1,kHz,25,C
*C4CC(C=*)C(C(=O)OCCc3ccc(c2ccc(c1cccs1)s2)s3)C4,0.0091,10,kHz,25,C
*Oc4ccc(C(C)(CCC(=O)OCCS(C)(=O)=O)c3ccc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)cc3)cc4,0.00917,10,kHz,50,C
*Oc4ccc(C(C)(CCC(=O)OCCS(C)(=O)=O)c3ccc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)cc3)cc4,0.00917,100,kHz,100,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)cc9,0.0092,1,KHz,50,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5ccc(n4c(=O)c3ccc(Oc2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)c6C#N)c7C#N)c8C#N)cc9,0.0092,1,kHz,50,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5ccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)cc5)c6C#N)c7C#N)c8C#N)cc9,0.0092,0.1,KHz,25,C
*c6ccc(S(=O)(=O)c5ccc(n4c(=O)c3ccc(Oc2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)cc6,0.0092,0.1,kHz,50,C
*c6ccc(Cc5ccc(n4c(=O)c3ccc(S(=O)(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)cc6,0.0092,100,kHz,25,C
*c6ccc(C(c5ccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)cc5)(C(F)(F)F)C(F)(F)F)cc6,0.0092,100,kHz,200,C
*N=P(*)(OCC(F)(F)F)OCC(F)(F)F,0.009273935,1,kHz,-173,C
*C(C)COCC(C)COCC(C)n3c(=O)c2cc1c(=O)n(*)c(=O)c1cc2c3=O,0.00928,10,kHz,25,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)cc9,0.0093,1,kHz,50,C
*c8ccc(Oc7cccc(Oc6cccc(Oc5cccc(Oc4ccc(n3c(=O)c2cc1c(=O)n(*)c(=O)c1cc2c3=O)cc4)c5C#N)c6C#N)c7C#N)cc8,0.0093,0.01,kHz,0,C
*c7ccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(C(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)c5)c6C#N)cc7,0.0093,0.001,kHz,25,C
*c6ccc(S(=O)(=O)c5ccc(n4c(=O)c3ccc(Oc2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)cc6,0.0093,100,kHz,25,C
*c6ccc(S(=O)(=O)c5ccc(n4c(=O)c3ccc(C(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)cc6,0.0093,1000,kHz,25,C
*C(C)COCC(C)COCC(C)n4c(=O)c3ccc(C(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O,0.00935,0.00001,kHz,25,C
*C(C)COCC(C)COCC(C)n4c(=O)c3ccc(C(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O,0.00935,0.01,kHz,75,C
*c7ccc(Oc6cccc(Oc5ccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)cc5)c6C#N)cc7,0.00938,0.1,KHz,25,C
*NC(=S)Nc2ccc(Cc1ccc(*)cc1)cc2,0.0094,1,kHz,100,C
*NC(=O)c4ccc3c(=O)n(c2ccc(Cc1ccc(*)cc1)cc2)c(=O)c3c4,0.0094,0.1,kHz,-100,C
*NC(=O)c4ccc3c(=O)n(c2ccc(Cc1ccc(*)cc1)cc2)c(=O)c3c4,0.0094,10,kHz,160,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5ccc(n4c(=O)c3ccc(Oc2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)c6C#N)c7C#N)c8C#N)cc9,0.0094,100,kHz,100,C
*NC(=O)Nc1ccc(C)c(NC(=O)NNCC(C)N*)c1,0.00941,0.06,kHz,25,C
*N=P(*)(Oc1ccccc1)Oc2ccccc2,0.009423474,1,kHz,0,C
*c9cccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)c9,0.0095,100,kHz,150,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(Oc2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)cc9,0.0095,1000,kHz,150,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)cc9,0.0095,0.001,KHz,0,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5ccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)cc5)c6C#N)c7C#N)c8C#N)cc9,0.0095,100,KHz,100,C
*c8cccc(Oc7cccc(Oc6cccc(Oc5cccc(Oc4cccc(n3c(=O)c2cc1c(=O)n(*)c(=O)c1cc2c3=O)c4)c5C#N)c6C#N)c7C#N)c8,0.0095,0.1,kHz,50,C
*c8ccc(Cc7ccc(n6c(=O)c5ccc(Oc4cccc(C(C)(C)c3cccc(Oc2ccc1c(=O)n(*)c(=O)c1c2)c3)c4)cc5c6=O)c(C)c7)cc8C,0.0095,0.001,kHz,25,C
*c4ccc(c3nc2cc1nc(*)oc1cc2o3)cc4,0.0095,0.1,kHz,50,C
*NC(=O)c4ccc3c(=O)n(c2ccc(Cc1ccc(*)cc1)cc2)c(=O)c3c4,0.0096,0.001,kHz,200,C
*c9cccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(C(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)c9,0.0096,0.01,kHz,50,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)cc9,0.0096,100,kHz,100,C
*c8cccc(Oc7cccc(Oc6cccc(Oc5cccc(Oc4cccc(n3c(=O)c2cc1c(=O)n(*)c(=O)c1cc2c3=O)c4)c5C#N)c6C#N)c7C#N)c8,0.0096,10,kHz,100,C
*c6ccc(S(=O)(=O)c5ccc(n4c(=O)c3ccc(C(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)cc6,0.0097,0.1,kHz,150,C
*NC(=O)c4ccc3c(=O)n(c2ccc(Cc1ccc(*)cc1)cc2)c(=O)c3c4,0.0098,1000,kHz,160,C
*c9cccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(Oc2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)c9,0.0098,0.1,kHz,50,C
*c9cccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(C(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)c9,0.0098,1,kHz,100,C
*c7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)c5)c6C#N)c7,0.0098,0.0001,kHz,25,C
*c6ccc(S(=O)(=O)c5ccc(n4c(=O)c3ccc(Oc2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)cc6,0.0098,0.1,kHz,-50,C
*c6ccc(S(=O)(=O)c5ccc(n4c(=O)c3ccc(Oc2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)cc6,0.0098,1,kHz,100,C
*N=P(*)(Oc1ccccc1)Oc2ccccc2,0.00985488,10,kHz,27,C
*NC(=O)c4ccc3c(=O)n(c2ccc(Cc1ccc(*)cc1)cc2)c(=O)c3c4,0.0099,100,kHz,160,C
*CC(*)C(=O)OCCS(C)(=O)=O,0.0099,0.1,kHz,-150,C
*Oc4ccc(C(C)(CCC(=O)OCCS(C)(=O)=O)c3ccc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)cc3)cc4,0.00995,0.1,kHz,100,C
*C(C)COCC(C)COCC(C)n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O,0.00999,0.00001,kHz,50,C
*Oc3cccc(Oc2ccc(NC(=O)Nc1ccc(*)cc1)cc2)c3,0.01,10,KHz,25,C
*Oc3ccc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)cc3,0.01,10,KHz,210,C
*Oc2ccc(C(C)(C)c1ccc(OC(*)=O)cc1)cc2,0.01,1000,kHz,25,C
*NCCCCCCNC(=O)CCCCCCCCC(*)=O,0.01,0.1,kHz,25,C
*NCCCCCC(*)=O,0.01,1,kHz,25,C
*NC(=S)Nc2ccc(Cc1ccc(*)cc1)cc2,0.01,0.1,kHz,25,C
*NC(=O)Nc2ccc(Cc1ccc(*)cc1)cc2,0.01,1,KHz,150,C
*NC(=O)Nc2ccc(Cc1ccc(*)cc1)cc2,0.01,10,KHz,200,C
*CC1CC(*)OCO1,0.01,1,kHz,25,C
*CC1CC(*)OC(C)O1,0.01,10,kHz,25,C
*CC(*)(C)C(=O)OC,0.01,10000,kHz,25,C
*c9cccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)c9,0.01,0.001,KHz,25,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5ccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)cc5)c6C#N)c7C#N)c8C#N)cc9,0.01,0.001,KHz,0,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5ccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)cc5)c6C#N)c7C#N)c8C#N)cc9,0.01,1,KHz,50,C
*c7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)c5)c6C#N)c7,0.01,0.0001,KHz,25,C
*c7ccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(Oc2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)c5)c6C#N)cc7,0.01,0.0001,kHz,25,C
*c7ccc(C(C)(C)c6ccc(Oc5ccc4c(=O)n(c3cccc(n2c(=O)c1ccc(*)cc1c2=O)c3)c(=O)c4c5)cc6)cc7,0.01,0.0001,KHz,165,C
*c6cccc(S(=O)(=O)c5cccc(n4c(=O)c3ccc(S(=O)(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)c5)c6,0.01,100,kHz,25,C
*c6ccc(S(=O)(=O)c5ccc(n4c(=O)c3ccc(C(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)cc6,0.01,10,kHz,200,C
*C(=O)N(*)CCCC,0.01,2000,KHz,22.5,C
*CC(CS(C)(=O)=O)O*,0.0101,0.001,kHz,-100,C
*CC(CS(C)(=O)=O)O*,0.0101,0.1,kHz,0,C
*c9cccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(Oc2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)c9,0.0101,10,kHz,100,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)cc9,0.0101,0.001,kHz,0,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5ccc(n4c(=O)c3ccc(Oc2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)c6C#N)c7C#N)c8C#N)cc9,0.0101,0.001,kHz,0,C
*c6ccc(Oc5ccc(n4c(=O)c3ccc(S(=O)(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)cc6,0.0101,1000,kHz,25,C
*C4CC(C=*)C(C(=O)OCCc3ccc(c2ccc(c1cccs1)s2)s3)C4,0.0101,100,kHz,25,C
*Oc4ccc(C(C)(CCC(=O)O)c3ccc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)cc3)cc4,0.0102,1,kHz,-50,C
*Oc4ccc(C(C)(CCC(=O)O)c3ccc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)cc3)cc4,0.0102,10,kHz,-50,C
*Nc2cccc(NC(=O)Nc1cccc(NC(*)=O)c1)c2,0.0102,0.1,kHz,0,C
*Nc2cccc(NC(=O)Nc1cccc(NC(*)=O)c1)c2,0.0102,10,kHz,0,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(Oc2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)c5)c6C#N)c7C#N)c8C#N)cc9,0.0102,0.001,kHz,0,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5ccc(n4c(=O)c3ccc(C(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)c6C#N)c7C#N)c8C#N)cc9,0.0102,0.001,kHz,0,C
*c6ccc(Cc5ccc(n4c(=O)c3ccc(C(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)cc5)cc6,0.0102,100,kHz,25,C
*N=P(*)(OCC(F)(F)F)OCC(F)(F)F,0.010249291,10,kHz,-173,C
*Oc1ccc(*)cc1,0.010266667,1,kHz,275,C
*NC(=O)c4ccc3c(=O)n(c2ccc(Cc1ccc(*)cc1)cc2)c(=O)c3c4,0.0103,100,kHz,200,C
*c7ccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(S(=O)(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)c5)c6C#N)cc7,0.0103,0.001,kHz,25,C
*NC(=O)c4ccc3c(=O)n(c2ccc(Cc1ccc(*)cc1)cc2)c(=O)c3c4,0.0104,0.1,kHz,-30,C
*NC(=O)c4ccc3c(=O)n(c2ccc(Cc1ccc(*)cc1)cc2)c(=O)c3c4,0.0104,0.1,kHz,270,C
*CC(CS(C)(=O)=O)O*,0.0104,0.001,kHz,50,C
*c6ccc(Oc5cccc(Oc4cccc(n3c(=O)c2cc1c(=C)n(*)c(=C)c1cc2c3=O)c4)c5C#N)cc6,0.0105,0.1,kHz,25,C
*NCCOCCOCCNC(=O)Nc1cc(NC(=O)N*)ccc1C,0.0106,0.0001,kHz,25,C
*c4ccc(c3nc2cc1nc(*)oc1cc2o3)cc4,0.0106,10,kHz,100,C
*C4CC(C=*)C(C(=O)OCCc3ccc(c2ccc(c1cccs1)s2)s3)C4,0.0107,1000,kHz,25,C
*CC(*)c1cccc(Cl)c1,0.01072,1,kHz,25,C
*C(C)COCC(C)COCC(C)n4c(=O)c3ccc(C(=O)c2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O,0.01077,0.0001,kHz,50,C
*c7ccc(Oc6cccc(Oc5cccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)c5)c6C#N)cc7,0.0108,0.001,kHz,25,C
*c6cccc(S(=O)(=O)c5cccc(n4c(=O)c3ccc(Oc2ccc1c(=O)n(*)c(=O)c1c2)cc3c4=O)c5)c6,0.0108,100,kHz,25,C
*c9ccc(Oc8cccc(Oc7cccc(Oc6cccc(Oc5ccc(n4c(=O)c3ccc(C(c2ccc1c(=O)n(*)c(=O)c1c2)(C(F)(F)F)C(F)(F)F)cc3c4=O)cc5)c6C#N)c7C#N)c8C#N)cc9,0.0109,1,kHz,50,C
*Oc4ccc(C(C)(CCC(=O)O)c3ccc(Oc2ccc(C(=O)c1ccc(*)cc1)cc2)cc3)cc4,0.011,100,kHz,50,C
