SMILES
C#CC1=CC=CC=C1C#CC1=CC(C#CC2=CC=CC=C2C#C)=CC([Si](C)(C)C)=C1
C#CC1=CC=CC=C1C1=CC=CC=C1C#C
C#CC1=CC=CC=C1CCC1=CC=CC=C1C#C
C#CC1=CC=CC=C1S(=O)(=O)C1=CC=CC=C1C#C
C#CC1=CC=NC(C2=CC(C#C)=CC=N2)=C1
C#CC1=CN=C(C#C)C=N1
C#CC1=CN=CC=C1/C=C/C1=CC=NC=C1C#C
C#CC1=CC(C)=C(C#C)C=C1
C#CC1=NC(C#C)=NC([Si](C)(C)C)=N1
C#CC1=NC(C#C)=NC(CC)=N1
C#CC1=NC(C#C)=NC(CN)=N1
C#CC1=NC(C#C)=NC(N(CC)CC)=N1
C#CC1=NC(C)=NC(C#C)=N1
C#CC1=CC=C(C#CC2=CC=C(C#C)C=C2)C=C1
C#CCC1=CC=C(CC#C)C=C1
C#CC1=CC2=CC=CC=C2C(C#C)=C1
C#CC1=CC(OC)=C(C#C)C=C1OC
C#CC1=CC=CC2=C1C=CC1=C(C#C)C=CC=C12
C#CC1=CC(C2=C(C3=CC=CC=C3)C(C3=CC=CC=C3)=C(C3=CC=CC=C3)C(C3=CC=CC=C3)=C2C2=CC=CC=C2)=CC(C#C)=C1
C#CCOC1=CC=C(C(C)(C)C2=CC=C(OCC#C)C=C2)C=C1
C#CC1=NC(C#C)=NC(OC)=N1
C#CC1=NC(C#C)=NC(N(C)C)=N1
C#CC1=NC(C#C)=NC(CCCC)=N1
C#CC1=NC(C#C)=NC(C(C)N)=N1
C#CC1=NC(C#C)=C(C(C)(C)C)C=C1C(C)(C)C
C#CC1=CN=CC(C#C)=C1
C#CC1=CC=CN=C1C1=NC=CC=C1C#C
C#CC1=CC=CC=C1SC1=CC=CC=C1C#C
C#CC1=CC=CC=C1OC1=CC=CC=C1C#C
C#CC1=CC=CC=C1CC1=CC=CC=C1C#C
C#CC1=CC=CC=C1C(=O)C1=CC=CC=C1C#C
C#CC1=CC=CC2=C1C(=O)C1=C(C#C)C=CC=C1C2
C#CC1=CC=CC2=C1C1=C(C#C)C=CC=C1C2
C#CC1=CC=CC2=C1C1=C(C#C)C=CC=C1N2C1=CC=CC=C1
