RepeatUnitSMILES
*C#Cc1cccc2c1C(=O)c1c(C#C[Si](*)(C)CC(C)CC(C)(C)C)cccc1C2
*C#Cc1cc(C#C[Si](*)(C)CCCC)c2ccc3cc(C(C)(C)C)cc4ccc1c2c43
*C#Cc1cc(C(C)(C)C)c(C#C[Si](*)(C)C(F)(F)F)cc1C(C)(C)C
*C#Cc1cc(C#C[Si](*)(C)CCC#N)cc(COC2CCCCO2)c1
*C#Cc1cc(C)cc(C#C[Si](*)(c2cccc3ccccc23)c2cccc3ccccc23)c1OC
*C#Cc1cc(C#C[Si](*)(C)CCCC(=O)OCC)cc(-c2ccc(OC)cc2)c1
*C#Cc1nc(C#C[Si]2(*)CCCCC2)nc(N(CC)CC)n1
*C#Cc1ccc2c(c1)S(=O)(=O)c1cc(C#C[Si](*)(/C=C/C)CC)ccc1-2
*C#Cc1ccc(C#C[Si](*)(C)C)cc1C
*C#Cc1cccnc1-c1ncccc1C#C[Si](*)(C)c1ccccc1OC
*C#Cc1cc(C#C[Si](*)(C)CCCC#N)cc(-c2nn(N)cc2C(=O)c2ccccc2)c1
*C#Cc1cccc2c1S(=O)(=O)c1c(C#C[Si](*)(C)CCC)cccc1-2
*C#Cc1cccc2c1Oc1c(C#C[Si](*)(c3ccccc3C)c3ccccc3C)cccc1O2
*C#Cc1cc(C#C[Si]2(*)CC=CC2)cc(C=C)c1
*C#Cc1cc(C#C[Si](*)(C)CCCOC(F)(C(F)(F)F)C(F)(F)F)cc(C(=O)OCC2CO2)c1
*C#Cc1ccc(P(c2ccccc2)c2ccc(C#C[Si](*)(C(F)(F)F)C(F)(F)F)cc2)cc1
*C#Cc1cc(C#C[Si](*)(C)C)cc(-n2cc(C3CCCC3)nn2)c1
*C#Cc1cc(OCC)c(C#C[Si](*)(c2c(C)cc(C)cc2C)C(C)(C)C)cc1OCC
*C#Cc1cccc(C(C)(C)c2cccc(C#C[Si](*)(c3ccccc3)C(C)C)c2)c1
*C#Cc1cccc2c1Sc1c(C#C[Si](*)(C=C)Cc3ccccc3)cccc1S2
*C#Cc1ccc(-c2ccc(C#C[Si]3(*)CC(C)=C(C)C3)cc2)cc1
*C#CC1(O)c2ccccc2C(O)(C#C[Si](*)(CC=C)C(C)C2=CCCCC2)c2ccccc21
*C#Cc1cc(C#C[Si]2(*)c3ccccc3-c3ccccc32)ncn1
*C#Cc1ccc2c3ccc(C#C[Si](*)(CCC#N)c4ccccc4)c4cccc(c5cccc1c52)c43
*C#Cc1cc(C#C[Si](*)(C=C)Cc2ccc(C)cc2)cc(N(CC)CC)c1
*C#Cc1ccc2c(c1)Oc1c(C#C[Si](*)(C)c3ccccc3C)cccc1O2
*C#Cc1cccc(/C=C/c2cccc(C#C[Si](*)(C)CC(C#N)CC)c2)c1
*C#Cc1cccc2c1-c1c(C#C[Si]3(*)CCCC3)cccc1S2(=O)=O
*C#Cc1ccc(C(=O)Oc2ccc(OC(=O)c3ccc(C#C[Si](*)(C4c5ccccc5-c5ccccc54)C4c5ccccc5-c5ccccc54)cc3)cc2C)cc1
*C#Cc1ccc(-c2ccc(Oc3ccc(C#C[Si](*)(c4c(C)cc(C)cc4C)c4c(C)cc(C)cc4C)cc3)cc2)cc1
*C#Cc1cccc(Sc2cccc(C#C[Si](*)(C)c3cccc4ccccc34)c2)c1
*C#Cc1cc(C#C[Si](*)(C)CC(c2ccccc2)c2ccccc2)cc(OCC)c1
*C#Cc1ccc(OC)c(C#C[Si](*)(CCCC#N)c2ccccc2)c1
*C#Cc1cc(C#C[Si](*)(CC=C)C(C)(C)C)cc(COC2CCCCO2)c1
*C#Cc1cccc2c1-c1c(C#C[Si](*)(C=C)CC)cccc1C2
*C#Cc1cc2cc(C#C[Si](*)(C)C(CC)CC)cc3c4cccc5cccc(c(c1)c23)c54
*C#Cc1cc(C(C)Nc2nc(C)nc(N)n2)cc(C#C[Si](*)(c2ccc(C)cc2)C(C)C)c1C
*C#Cc1cc(C#C[Si]2(*)c3ccccc3-c3ccccc32)c(OC2CCCCO2)cc1OC1CCCCO1
*C#Cc1cc(C#C[Si](*)(C)CC(C(F)(F)F)C(F)(F)F)cc(C(=O)OCCCN)c1
*C#Cc1nc(C#C[Si](*)(C=C)Cc2ccccc2)nc(CCCC)n1
*C#Cc1ccc(C#C[Si](*)(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)cc1C
*C#Cc1cc(C#C[Si](*)(CC)CC#N)cc(CNc2nc(N)nc(C(C)C)n2)c1
*C#Cc1ccc(-c2ccc(C#C[Si](*)(C)C(C)c3ccccc3)c3ccccc23)c2ccccc12
*C#Cc1cc(OCC)c(C#C[Si](*)(C)CCC(=O)OC)cc1OCC
*C#Cc1c2cc3ccccc3cc2c(C#C[SiH](*)c2ccccc2)c2cc3ccccc3cc12
*C#Cc1cccc2c1Oc1cccc(C#C[Si]3(*)C(c4ccccc4)=C(c4ccccc4)C(c4ccccc4)=C3c3ccccc3)c1O2
*C#Cc1cccc(C(=O)c2cccc(C#C[Si](*)(C)c3ccc(C)cc3)c2)c1
*C#Cc1cc(C#C[Si](*)(C2C=Cc3ccccc32)C2C=Cc3ccccc32)cc(CN(C)C)c1
